ENTITY_CD,ENTITY_NAME,YEAR,NUM_SUSPENSIONS,PER_SUSPENSIONS
280401030003,DRYDEN STREET SCHOOL,2017,0,0
280401030005,POWELLS LANE SCHOOL,2017,0,0
280401030006,WESTBURY MIDDLE SCHOOL,2017,59,5
280401030007,WESTBURY HIGH SCHOOL,2017,86,5
280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,2017,25,1
280402030001,NORTH SIDE SCHOOL,2017,0,0
280402030002,WILLETS ROAD SCHOOL,2017,7,2
280402030003,WHEATLEY SCHOOL,2017,18,2
280403030000,ROSLYN UNION FREE SCHOOL DISTRICT,2017,22,1
280403030004,EAST HILLS ELEMENTARY SCHOOL,2017,5,1
280403030006,ROSLYN HEIGHTS ELEMENTARY SCHOOL,2017,0,0
280403030007,HARBOR HILL SCHOOL,2017,0,0
280403030008,ROSLYN HIGH SCHOOL,2017,11,1
280403030009,ROSLYN MIDDLE SCHOOL,2017,6,1
280404030000,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,2017,73,1
280404030002,GUGGENHEIM ELEMENTARY SCHOOL,2017,3,1
280404030004,MANORHAVEN ELEMENTARY SCHOOL,2017,1,0
280404030005,JOHN J DALY ELEMENTARY SCHOOL,2017,2,0
280404030006,SOUTH SALEM ELEMENTARY SCHOOL,2017,1,0
280404030007,JOHN PHILIP SOUSA ELEMENTARY SCHOOL,2017,1,0
280404030008,CARRIE PALMER WEBER MIDDLE SCHOOL,2017,8,1
280404030009,PAUL D SCHREIBER SENIOR HIGH SCHOOL,2017,57,4
280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,2017,15,1
280405020001,GARDEN CITY PARK SCHOOL,2017,5,2
280405020002,NEW HYDE PARK ROAD SCHOOL,2017,5,1
280405020003,HILLSIDE GRADE SCHOOL,2017,3,1
280405020004,MANOR OAKS WILLIAM BOWIE SCHOOL,2017,2,1
280406030000,MANHASSET UNION FREE SCHOOL DISTRICT,2017,21,1
280406030002,MANHASSET SECONDARY SCHOOL,2017,5,0
280406030003,MUNSEY PARK ELEMENTARY SCHOOL,2017,5,1
280406030004,SHELTER ROCK ELEMENTARY SCHOOL,2017,5,1
280406030005,MANHASSET MIDDLE SCHOOL,2017,6,1
280407030000,GREAT NECK UNION FREE SCHOOL DISTRICT,2017,75,1
280407030006,E M BAKER SCHOOL,2017,3,0
280407030007,JOHN F KENNEDY SCHOOL,2017,10,2
280407030008,LAKEVILLE ELEMENTARY SCHOOL,2017,0,0
280407030009,EARLY CHILDHOOD CENTER,2017,0,0
280407030010,SADDLE ROCK SCHOOL,2017,7,1
280407030012,GREAT NECK NORTH MIDDLE SCHOOL,2017,22,3
280407030013,GREAT NECK SOUTH MIDDLE SCHOOL,2017,16,2
280407030014,GREAT NECK SOUTH HIGH SCHOOL,2017,11,1
280407030015,GREAT NECK NORTH HIGH SCHOOL,2017,5,0
280407030016,VILLAGE SCHOOL,2017,1,3
280409030000,HERRICKS UNION FREE SCHOOL DISTRICT,2017,48,1
280409030001,CENTER STREET SCHOOL,2017,0,0
280409030002,DENTON AVENUE SCHOOL,2017,1,0
280409030004,SEARINGTOWN SCHOOL,2017,0,0
280409030007,HERRICKS MIDDLE SCHOOL,2017,21,2
280409030008,HERRICKS HIGH SCHOOL,2017,26,2
280410030000,MINEOLA UNION FREE SCHOOL DISTRICT,2017,36,1
280410030002,HAMPTON STREET SCHOOL,2017,0,0
280410030003,JACKSON AVENUE SCHOOL,2017,7,2
280410030004,MEADOW DRIVE SCHOOL,2017,0,0
280410030006,MINEOLA HIGH SCHOOL,2017,27,3
280410030007,MINEOLA MIDDLE SCHOOL,2017,2,0
280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,2017,46,3
280411030001,CHERRY LANE SCHOOL,2017,2,1
280411030002,RUSHMORE AVENUE SCHOOL,2017,3,1
280411030003,CARLE PLACE MIDDLE SENIOR HIGH SCHOOL,2017,41,6
280501060000,NORTH SHORE CENTRAL SCHOOL DISTRICT,2017,13,0
280501060001,GLEN HEAD ELEMENTARY SCHOOL,2017,0,0
280501060002,GLENWOOD LANDING ELEMENTARY SCHOOL,2017,3,1
280501060003,SEA CLIFF ELEMENTARY SCHOOL,2017,1,0
280501060004,NORTH SHORE SENIOR HIGH SCHOOL,2017,7,1
280501060005,NORTH SHORE MIDDLE SCHOOL,2017,2,0
280502060000,SYOSSET CENTRAL SCHOOL DISTRICT,2017,69,1
280502060001,WALT WHITMAN ELEMENTARY SCHOOL,2017,1,0
280502060002,WILLITS ELEMENTARY SCHOOL,2017,1,0
280502060003,BERRY HILL ELEMENTARY SCHOOL,2017,0,0
280502060004,BAYLIS ELEMENTARY SCHOOL,2017,0,0
280502060006,ROBBINS LANE ELEMENTARY SCHOOL,2017,1,0
280502060007,SOUTH GROVE ELEMENTARY SCHOOL,2017,0,0
280502060010,VILLAGE ELEMENTARY SCHOOL,2017,0,0
280502060011,H B THOMPSON MIDDLE SCHOOL,2017,15,2
280502060012,SOUTH WOODS MIDDLE SCHOOL,2017,2,0
280502060014,SYOSSET SENIOR HIGH SCHOOL,2017,49,2
280503060000,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,2017,44,2
280503060001,BAYVILLE ELEMENTARY SCHOOL,2017,2,0
280503060002,LOCUST VALLEY MIDDLE SCHOOL,2017,12,2
280503060003,LOCUST VALLEY HIGH SCHOOL,2017,26,4
280503060004,LOCUST VALLEY ELEMENTARY SCHOOL,2017,4,1
280504060000,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,2017,45,1
280504060001,PASADENA ELEMENTARY SCHOOL,2017,3,1
280504060004,PARKWAY SCHOOL,2017,1,0
280504060006,H B MATTLIN MIDDLE SCHOOL,2017,2,0
280504060010,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,2017,30,2
280504060012,OLD BETHPAGE SCHOOL,2017,1,0
280504060014,PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL,2017,8,1
280504060015,STRATFORD ROAD SCHOOL,2017,0,0
280506060000,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,2017,35,2
280506060002,OYSTER BAY HIGH SCHOOL,2017,27,4
280506060003,THEODORE ROOSEVELT SCHOOL,2017,3,1
280506060005,VERNON SCHOOL,2017,5,1
280515030000,JERICHO UNION FREE SCHOOL DISTRICT,2017,24,1
280515030001,CANTIAGUE ELEMENTARY SCHOOL,2017,0,0
280515030002,GEORGE A JACKSON SCHOOL,2017,0,0
280515030003,ROBERT SEAMAN ELEMENTARY SCHOOL,2017,0,0
280515030005,JERICHO SENIOR HIGH SCHOOL,2017,10,1
280515030006,JERICHO MIDDLE SCHOOL,2017,14,2
280517030000,HICKSVILLE UNION FREE SCHOOL DISTRICT,2017,87,2
280517030001,BURNS AVENUE SCHOOL,2017,0,0
280517030002,DUTCH LANE SCHOOL,2017,0,0
280517030004,FORK LANE SCHOOL,2017,0,0
280517030005,LEE AVENUE SCHOOL,2017,0,0
280517030006,OLD COUNTRY ROAD SCHOOL,2017,0,0
280517030008,WOODLAND AVENUE SCHOOL,2017,1,0
280517030010,HICKSVILLE HIGH SCHOOL,2017,59,4
280517030011,HICKSVILLE MIDDLE SCHOOL,2017,27,2
280517030013,EAST STREET SCHOOL,2017,0,0
280518030000,PLAINEDGE UNION FREE SCHOOL DISTRICT,2017,31,1
280518030001,PLAINEDGE MIDDLE SCHOOL,2017,20,3
280518030002,EASTPLAIN SCHOOL,2017,1,0
280518030003,JOHN H WEST SCHOOL,2017,1,0
280518030006,CHARLES E SCHWARTING SCHOOL,2017,0,0
280518030009,PLAINEDGE SENIOR HIGH SCHOOL,2017,9,1
280521030000,BETHPAGE UNION FREE SCHOOL DISTRICT,2017,44,2
280521030002,CENTRAL BOULEVARD ELEMENTARY SCHOOL,2017,0,0
280521030003,CHARLES CAMPAGNE SCHOOL,2017,0,0
280521030004,KRAMER LANE ELEMENTARY SCHOOL,2017,3,1
280521030006,BETHPAGE SENIOR HIGH SCHOOL,2017,21,2
280521030008,JOHN F KENNEDY MIDDLE SCHOOL,2017,20,3
280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,2017,144,3
280522030001,ALBANY AVENUE ELEMENTARY SCHOOL,2017,3,1
280522030002,SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,2017,1,0
280522030004,NORTHSIDE ELEMENTARY SCHOOL,2017,6,1
280522030006,WOODWARD PARKWAY ELEMENTARY SCHOOL,2017,6,1
280522030008,HOWITT SCHOOL,2017,38,3
280522030009,FARMINGDALE SENIOR HIGH SCHOOL,2017,90,5
280523030000,MASSAPEQUA UNION FREE SCHOOL DISTRICT,2017,79,1
280523030001,BIRCH LANE ELEMENTARY SCHOOL,2017,1,0
280523030003,EAST LAKE ELEMENTARY SCHOOL,2017,0,0
280523030004,FAIRFIELD ELEMENTARY SCHOOL,2017,2,0
280523030006,LOCKHART ELEMENTARY SCHOOL,2017,3,1
280523030007,UNQUA ELEMENTARY SCHOOL,2017,0,0
280523030010,BERNER MIDDLE SCHOOL,2017,1,0
280523030011,MASSAPEQUA HIGH SCHOOL,2017,51,3
280523030012,MCKENNA ELEMENTARY SCHOOL,2017,3,1
280523030014,MHS AMES CAMPUS,2017,18,3
300000010000,NYC CHANCELLOR'S OFFICE,2017,7835,1
300000010777,BUREAU FOR HUNTER COLL CAMPUS SCHOOL,2017,0,0
307500010000,NYC SPECIAL SCHOOLS - DISTRICT 75,2017,96,0
307500011035,P.S.  35,2017,11,4
307500011079,P.S.  79 HORAN SCHOOL,2017,0,0
307500011094,P.S.  94,2017,0,0
307500011138,P.S. 138,2017,0,0
307500011169,P.S. 169 ROBERT F. KENNEDY SCHOOL,2017,0,0
307500011226,P.S. 226,2017,0,0
307500011401,HOSPITAL SCHOOLS,2017,0,0
307500011721,PS 721M - MANHATTAN  OCCUPATIONAL TRAINING CENTER,2017,1,1
307500011751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,2017,1,1
307500011811,PS 811M - MICKEY MANTLE SCHOOL,2017,1,0
307500012010,P.S.  10,2017,1,0
307500012012,P.S.  12 LEWIS AND CLARK SCHOOL,2017,0,0
307500012017,P.S.  17,2017,3,1
307500012168,P.S. 168,2017,1,0
307500012176,P.S. 176,2017,0,0
307500012186,P.S. 186 WALTER J. DAMROSCH SCHOOL,2017,4,1
307500012188,P.S. 188,2017,1,0
307500012352,VIDA BOGART SCHOOL FOR ALL CHILDREN,2017,1,0
307500012469,BRONX SCHOOL FOR CONTINUOUS LEARNING,2017,0,0
307500012721,PS 721X - STEVEN MCSWEENEY SCHOOL,2017,0,0
307500012723,SCHOOL 723,2017,5,1
307500012754,JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT,2017,17,3
307500012811,P.S. 811X,2017,1,0
307500013004,PS 4K,2017,0,0
307500013036,P.S.  36,2017,5,2
307500013053,P.S.  53,2017,0,0
307500013077,P.S.  77,2017,1,0
307500013140,P.S. 140,2017,4,1
307500013141,P.S. 141,2017,0,0
307500013231,P.S. 231,2017,0,0
307500013368,P.S. 368,2017,2,1
307500013369,P.S. 369 COY L. COX SCHOOL,2017,1,0
307500013370,P.S. 370,2017,1,0
307500013371,P.S. 371 LILLIAN L. RASHKIS SCHOOL,2017,5,2
307500013372,P.S. 372 CHILDREN'S SCHOOL (THE),2017,0,0
307500013373,P.S. 373K - BROOKLYN TRANSITION CENTER,2017,0,0
307500013396,P.S. 396,2017,0,0
307500013721,PS 721K - BROOKLYN,2017,0,0
307500013753,P.S. 753 SCHOOL FOR CAREER DEVELOPMENT,2017,3,1
307500013771,P.S. 771,2017,3,1
307500013811,PS 811K - CONNIE LEKAS SCHOOL,2017,0,0
307500014004,PS 4Q,2017,2,1
307500014009,WALTER REED SCHOOL,2017,2,0
307500014023,P.S.  23 AT HILLSIDE PSYCH HOSPITAL,2017,0,0
307500014075,ROBERT E. PEARY SCHOOL,2017,1,0
307500014177,P.S. 177,2017,0,0
307500014224,P.S. 224,2017,0,0
307500014233,P.S. 233,2017,0,0
307500014255,P.S. 255,2017,0,0
307500014256,P.S. 256,2017,8,2
307500014277,RIVERVIEW SCHOOL (THE),2017,0,0
307500014721,PS 721Q - QUEENS OCCUPATIONAL TRAINING CENTER,2017,1,0
307500014752,QUEENS SCHOOL FOR CAREER DEVELOPMENT,2017,4,1
307500014811,PS 811Q,2017,0,0
307500014993,P.S. 993,2017,1,0
307500015025,PS/IS 25 SOUTH RICHMOND HS,2017,4,1
307500015037,P.S.  37,2017,0,0
307500015373,PS 373R,2017,0,0
307500015721,PS 721R - STATEN ISLAND OCCUPATIONAL TRAINING CENTER,2017,0,0
310100010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,2017,76,1
310100010015,PS 15 ROBERTO CLEMENTE,2017,0,0
310100010019,PS 19 ASHER LEVY,2017,0,0
310100010020,PS 20 ANNA SILVER,2017,2,0
310100010034,PS 34 FRANKLIN D ROOSEVELT,2017,1,0
310100010063,STAR ACADEMY PS 63 (THE),2017,1,1
310100010064,PS 64 ROBERT SIMON,2017,0,0
310100010110,PS 110 FLORENCE NIGHTINGALE,2017,0,0
310100010134,PS 134 HENRIETTA SZOLD,2017,2,1
310100010140,PS 140 NATHAN STRAUS,2017,7,2
310100010142,PS 142 AMALIA CASTRO,2017,0,0
310100010184,PS 184 SHUANG WEN,2017,0,0
310100010188,PS 188 ISLAND SCHOOL (THE),2017,9,2
310100010301,"TECHNOLOGY, ARTS AND SCIENCES STUDIO SCHOOL",2017,4,3
310100010315,EAST VILLAGE COMMUNITY SCHOOL (THE),2017,0,0
310100010332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,2017,14,6
310100010361,CHILDREN'S WORKSHOP SCHOOL (THE),2017,0,0
310100010363,NEIGHBORHOOD SCHOOL,2017,0,0
310100010364,EARTH SCHOOL,2017,0,0
310100010378,SCHOOL FOR GLOBAL LEADERS,2017,9,3
310100010839,TOMPKINS SQUARE MIDDLE SCHOOL,2017,2,1
310100011292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,2017,2,1
310100011448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2017,3,1
310100011450,EAST SIDE COMMUNITY SCHOOL,2017,7,1
310100011458,FORSYTHE SATELLITE ACADEMY,2017,0,0
310100011509,MARTA VALLE HIGH SCHOOL,2017,6,3
310100011515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,2017,0,0
310100011539,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",2017,7,0
310100011650,CASCADES HIGH SCHOOL,2017,0,0
310100011696,BARD HIGH SCHOOL EARLY COLLEGE,2017,0,0
310100860866,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,2017,20,3
310100860873,MANHATTAN CHARTER SCHOOL,2017,16,6
310100861031,MANHATTAN CHARTER SCHOOL II,2017,29,13
310100861055,GREAT OAKS CHARTER SCHOOL,2017,9,4
310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,2017,457,1
310200010001,PS 1 ALFRED E SMITH,2017,0,0
310200010002,PS 2 MEYER LONDON,2017,3,1
310200010003,PS 3 CHARRETTE SCHOOL,2017,0,0
310200010006,PS 6 LILLIE D BLAKE,2017,1,0
310200010011,PS 11 WILLIAM T HARRIS,2017,0,0
310200010033,PS 33 CHELSEA PREP,2017,5,1
310200010040,PS 40 AUGUSTUS SAINT-GAUDENS,2017,0,0
310200010041,PS 41 GREENWICH VILLAGE,2017,0,0
310200010042,PS 42 BENJAMIN ALTMAN,2017,0,0
310200010047,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,2017,5,3
310200010051,PS 51 ELIAS HOWE,2017,0,0
310200010059,PS 59 BEEKMAN HILL INTERNATIONAL,2017,1,0
310200010077,PS 77 LOWER LAB SCHOOL,2017,0,0
310200010089,PS 89,2017,0,0
310200010104,JHS 104 SIMON BARUCH,2017,7,1
310200010111,PS 111 ADOLPH S OCHS,2017,0,0
310200010114,EAST SIDE MIDDLE SCHOOL,2017,0,0
310200010116,PS 116 MARY LINDLEY MURRAY,2017,2,0
310200010124,PS 124 YUNG WING,2017,0,0
310200010126,PS 126 JACOB AUGUST RIIS,2017,2,0
310200010130,PS 130 HERNANDO DE SOTO,2017,0,0
310200010131,MS 131,2017,6,1
310200010150,PS 150,2017,0,0
310200010151,YORKVILLE COMMUNITY SCHOOL,2017,2,0
310200010158,PS 158 BAYLARD TAYLOR,2017,0,0
310200010167,JHS 167 ROBERT F WAGNER,2017,3,0
310200010177,YORKVILLE EAST MIDDLE SCHOOL,2017,0,0
310200010183,PS 183 ROBERT L STEVENSON,2017,0,0
310200010198,PS 198 ISADOR E IDA STRAUS,2017,1,0
310200010212,PS 212 MIDTOWN WEST,2017,0,0
310200010217,PS/IS 217 ROOSEVELT ISLAND,2017,0,0
310200010234,PS 234 INDEPENDENCE SCHOOL,2017,1,0
310200010255,MS 255 SALK SCHOOL OF SCIENCE,2017,1,0
310200010260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,2017,0,0
310200010267,EAST SIDE ELEMENTRAY SCHOOL-PS 267,2017,0,0
310200010276,BATTERY PARK CITY SCHOOL,2017,6,1
310200010281,RIVER SCHOOL (THE),2017,0,0
310200010289,IS 289,2017,0,0
310200010290,PS 290 MANHATTAN NEW SCHOOL,2017,0,0
310200010312,NYC LAB MS FOR COLLABORATIVE STUDIES,2017,3,1
310200010340,SIXTH AVENUE ELEMENTARY SCHOOL,2017,0,0
310200010343,PECK SLIP SCHOOL (THE),2017,0,0
310200010347,47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE),2017,1,1
310200010397,SPRUCE STREET SCHOOL,2017,1,0
310200010412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2017,0,0
310200010413,SCHOOL OF THE FUTURE HIGH SCHOOL,2017,14,2
310200010414,NYC MUSEUM SCHOOL,2017,3,1
310200010416,ELEANOR ROOSEVELT HIGH SCHOOL,2017,1,0
310200010418,MILLENNIUM HIGH SCHOOL,2017,5,1
310200010527,PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,2017,0,0
310200010896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,2017,2,1
310200010933,CITY KNOLL MIDDLE SCHOOL,2017,2,1
310200011135,URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,2017,6,2
310200011139,STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL,2017,8,2
310200011225,ELLA BAKER SCHOOL,2017,0,0
310200011280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,2017,3,1
310200011282,URBAN ASSEMBLY MAKER ACADEMY,2017,2,1
310200011288,FOOD AND FINANCE HIGH SCHOOL,2017,7,2
310200011294,ESSEX STREET ACADEMY,2017,3,1
310200011296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2017,7,2
310200011298,PACE HIGH SCHOOL,2017,7,1
310200011300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2017,8,2
310200011303,FACING HISTORY SCHOOL (THE),2017,7,2
310200011305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2017,10,3
310200011308,LOWER MANHATTAN ARTS ACADEMY,2017,1,0
310200011313,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING,2017,1,0
310200011316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2017,10,4
310200011374,GRAMERCY ARTS HIGH SCHOOL,2017,14,3
310200011376,NYC ISCHOOL,2017,0,0
310200011392,MANHATTAN BUSINESS ACADEMY,2017,6,1
310200011393,BUSINESS OF SPORTS SCHOOL,2017,11,2
310200011394,EMMA LAZARUS HIGH SCHOOL,2017,3,1
310200011399,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE),2017,6,1
310200011400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2017,26,2
310200011407,INSTITUTE FOR COLLABORATIVE EDUCATION,2017,0,0
310200011408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2017,1,0
310200011411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2017,2,0
310200011419,LANDMARK HIGH SCHOOL,2017,7,2
310200011420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,2017,11,1
310200011422,QUEST TO LEARN,2017,23,4
310200011425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2017,8,1
310200011427,MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,2017,7,2
310200011432,MURRAY HILL ACADEMY,2017,14,4
310200011437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2017,10,2
310200011438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2017,2,1
310200011439,MANHATTAN VILLAGE ACADEMY,2017,2,0
310200011442,BALLET TECH/NYC PUBLIC SCHOOL FOR DANCE,2017,0,0
310200011449,VANGUARD HIGH SCHOOL,2017,4,1
310200011459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2017,2,1
310200011475,STUYVESANT HIGH SCHOOL,2017,8,0
310200011489,HIGH SCHOOL OF ECONOMICS & FINANCE,2017,5,1
310200011500,UNITY CENTER FOR URBAN TECHNOLOGIES,2017,1,0
310200011507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,2017,8,2
310200011519,TALENT UNLIMITED HIGH SCHOOL,2017,0,0
310200011520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2017,10,3
310200011529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2017,21,3
310200011531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2017,1,0
310200011533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,2017,4,1
310200011534,HARVEST COLLEGIATE HIGH SCHOOL,2017,7,1
310200011542,MANHATTAN BRIDGES HIGH SCHOOL,2017,0,0
310200011543,NEW DESIGN HIGH SCHOOL,2017,11,3
310200011544,INDEPENDENCE HIGH SCHOOL,2017,2,1
310200011545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2017,0,0
310200011546,ACADEMY FOR SOFTWARE ENGINEERING,2017,2,0
310200011550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2017,0,0
310200011551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,2017,8,2
310200011560,HS 560 CITY-AS-SCHOOL,2017,0,0
310200011565,URBAN ACADEMY LABORATORY HIGH SCHOOL,2017,0,0
310200011570,SATELLITE ACADEMY HIGH SCHOOL,2017,0,0
310200011575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2017,0,0
310200011580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2017,18,3
310200011586,HARVEY MILK HIGH SCHOOL,2017,2,3
310200011600,HIGH SCHOOL OF FASHION INDUSTRIES (THE),2017,9,1
310200011605,HUMANITIES PREPARATORY ACADEMY,2017,0,0
310200011615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2017,3,1
310200011630,ART AND DESIGN HIGH SCHOOL,2017,8,1
310200011655,LIFE SCIENCES SECONDARY SCHOOL,2017,12,2
310200860819,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,2017,4,1
310200860992,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,2017,28,9
310200861042,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,2017,15,3
310200861043,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,2017,21,5
310200861104,NYC CHARTER SCHOOL OF THE ARTS,2017,8,8
310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,2017,231,1
310300010009,PS 9 SARAH ANDERSON,2017,0,0
310300010054,JHS 54 BOOKER T WASHINGTON,2017,2,0
310300010075,PS 75 EMILY DICKINSON,2017,1,0
310300010076,PS 76 A PHILLIP RANDOLPH,2017,17,4
310300010084,PS 84 LILLIAN WEBER,2017,0,0
310300010087,PS 87 WILLIAM SHERMAN,2017,0,0
310300010145,PS 145 BLOOMINGDALE SCHOOL (THE),2017,2,1
310300010149,PS 149 SOJOURNER TRUTH,2017,7,3
310300010163,PS 163 ALFRED E SMITH,2017,2,0
310300010165,PS 165 ROBERT E SIMON,2017,8,1
310300010166,PS 166 RICHARD ROGERS SCHOOL OF THE ARTS & SCIENCE (THE),2017,0,0
310300010180,PS 180 HUGO NEWMAN,2017,6,1
310300010185,PS 185 EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL (THE),2017,0,0
310300010191,PS 191 AMSTERDAM,2017,16,5
310300010199,PS 199 JESSIE ISADOR STRAUS,2017,0,0
310300010208,PS 208 ALAIN L LOCKE,2017,3,2
310300010241,STEM INSTITUTE OF MANHATTAN,2017,0,0
310300010242,PS 242 YOUNG DIPLOMATS MAGNET ACADEMY (THE),2017,5,3
310300010243,MS 243 CENTER SCHOOL,2017,0,0
310300010245,MS 245 COMPUTER SCHOOL (THE),2017,3,1
310300010247,MS 247 DUAL LANGUAGE MIDDLE SCHOOL,2017,2,1
310300010250,MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,2017,1,1
310300010256,MS 256 ACADEMIC AND ATHLETIC EXCELLENCE,2017,9,6
310300010258,COMMUNITY ACTION SCHOOL-MS 258,2017,12,5
310300010333,PS 333 MANHATTAN SCHOOL FOR CHILDREN,2017,5,1
310300010334,ANDERSON SCHOOL (THE),2017,0,0
310300010421,WEST PREP ACADEMY,2017,8,4
310300010452,PS 452,2017,0,0
310300010862,MOTT HALL II,2017,1,0
310300011291,WEST END SECONDARY SCHOOL,2017,0,0
310300011299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2017,20,5
310300011307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2017,8,2
310300011402,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE),2017,12,4
310300011403,GLOBAL LEARNING COLLABORATIVE (THE),2017,4,1
310300011404,INNOVATION DIPLOMA PLUS,2017,11,7
310300011415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS,2017,2,1
310300011417,FRANK MCCOURT HIGH SCHOOL,2017,8,2
310300011479,BEACON HIGH SCHOOL,2017,0,0
310300011485,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2017,6,0
310300011492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2017,7,1
310300011494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2017,25,5
310300011505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2017,1,0
310300011541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2017,1,0
310300011859,SPECIAL MUSIC SCHOOL,2017,0,0
310300011860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,2017,16,4
310300860804,SISULU-WALKER CHARTER SCHOOL OF HARLEM,2017,7,3
310300860871,OPPORTUNITY CHARTER SCHOOL,2017,59,14
310300860875,HARLEM LINK CHARTER SCHOOL,2017,25,6
310300860881,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,2017,17,5
310300860897,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,2017,155,13
310300860923,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,2017,117,18
310300860963,NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,2017,2,1
310300861008,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,2017,53,8
